versiculo,degree_centrality,eigenvector_centrality,betweenness_centrality
João 17:3,0.003762003762003762,0.036867598358296956,0.0009977762681437922
Miquéias 5:2,0.004158004158004158,0.03677956234735273,0.003591996476356057
Tito 3:5,0.003333003333003333,0.036671554732936575,0.0011629720150548586
João 8:12,0.002772002772002772,0.036551883005265545,0.0005243540538018975
Mateus 1:23,0.002739002739002739,0.0364552622277963,0.0002665213547359329
Apocalipse 3:7,0.0031680031680031678,0.03633062072636072,0.0009807496198647476
Zacarias 12:10,0.003696003696003696,0.036299815399457584,0.0008327287756921841
Efésios 1:3,0.003729003729003729,0.03618532032451538,0.0011221364645931074
Mateus 17:5,0.003597003597003597,0.03609997103314177,0.001403028269030888
Tito 1:2,0.0034980034980034978,0.03608643849041261,0.001141088428576554
Jeremias 31:33,0.003597003597003597,0.03603878692352245,0.000336992098520105
João 17:21,0.002904002904002904,0.03590247691569016,0.000360938203623481
Romanos 3:24,0.001848001848001848,0.035739646203901666,0.000656112054036244
Romanos 16:25,0.003102003102003102,0.03572505864752207,0.000534669837469061
Atos 2:38,0.003135003135003135,0.03562152640760096,0.00034714252616816995
2 Pedro 3:18,0.00297000297000297,0.0355672675795658,0.0004837073513726852
Isaías 11:1,0.002673002673002673,0.035530191456481945,0.00060281660134054
Romanos 6:23,0.002739002739002739,0.03538848104517238,0.0009014161391644853
Efésios 2:10,0.00363000363000363,0.03533839250020133,0.0007194348469798764
Isaías 45:21,0.002838002838002838,0.035217606943259545,0.0006037396947487897
Tito 2:11,0.00396000396000396,0.03505038685701031,0.0009543280999773109
Hebreus 1:2,0.003795003795003795,0.03494056162933408,0.0012605634055422327
2 Coríntios 5:14,0.003366003366003366,0.034889018520581155,0.001313297158207244
Apocalipse 19:11,0.003267003267003267,0.0347406496773924,0.0007561806569579397
Ezequiel 34:23,0.002673002673002673,0.034703064712902534,0.00028201670029206105
Isaías 2:2,0.003696003696003696,0.0346533943919696,0.0008871781523591207
Romanos 9:23,0.001947001947001947,0.034454450870228595,0.0002508415250780406
1 Pedro 2:5,0.003927003927003927,0.034450470916006,0.0007200325031529126
Apocalipse 1:17,0.003201003201003201,0.03444146470436826,0.0010632440316065482
Gálatas 1:4,0.002607002607002607,0.03437226576101563,0.0004710879143695152
Malaquias 4:2,0.004125004125004125,0.03431929481254537,0.001370320772910704
Gálatas 5:6,0.003102003102003102,0.03423389301131318,0.00041718831704012894
Atos 13:38,0.002442002442002442,0.03421182484133608,0.00029285466271581923
Gálatas 4:4,0.003333003333003333,0.03419836861962906,0.0005894303906165932
Mateus 11:25,0.003861003861003861,0.03418250066409391,0.002257188431435483
Efésios 5:8,0.002607002607002607,0.0341465584479538,0.0005730176306544673
Efésios 2:7,0.001485001485001485,0.034127446221504654,0.00010172301393861377
João 17:24,0.002706002706002706,0.034094976861514484,0.00043716208609581857
Daniel 7:13,0.002706002706002706,0.034079557123165266,0.0004259715228081926
Malaquias 1:11,0.004092004092004092,0.03397989139868676,0.0017539632423959756
1 João 4:14,0.0017490017490017489,0.033979526613556306,0.00011135822148058359
2 Timóteo 4:8,0.002541002541002541,0.03386871207822844,0.000297516955653931
Atos 5:31,0.0033000033000033,0.033828893736292776,0.0006535370990547777
2 Coríntios 5:17,0.002871002871002871,0.03375924529692364,0.00047549273830311504
Isaías 55:6,0.004389004389004389,0.0337465011124193,0.001147854095570005
Apocalipse 1:18,0.002772002772002772,0.03366284921005132,0.00046481543582655067
João 3:35,0.002145002145002145,0.03365185722501019,0.00018313689459464882
1 João 2:2,0.001848001848001848,0.033540229665314725,0.00011336096777216052
Isaías 45:24,0.002673002673002673,0.033492777579658656,0.0008307310309323429
Isaías 53:11,0.003003003003003003,0.033470462499108435,0.0005081134470766704
João 10:30,0.002013002013002013,0.03337773947576528,0.00017505169169500728
Romanos 8:32,0.002178002178002178,0.033349476313727346,0.00019146856078552327
Hebreus 6:18,0.003861003861003861,0.03310881023555588,0.0016994467853429132
Apocalipse 19:16,0.001848001848001848,0.03298700518113702,8.523260295132606e-05
Romanos 2:4,0.003828003828003828,0.03297103852992713,0.001672504350021005
Salmos 72:17,0.003102003102003102,0.03290950659433406,0.0004159218365457187
Colossenses 2:2,0.002937002937002937,0.032901573873255104,0.0008593103268184459
Lucas 2:10,0.003102003102003102,0.03288042813374835,0.0006536020151451773
Atos 3:19,0.004191004191004191,0.03280468599043782,0.0009082812466895875
Romanos 5:21,0.001716001716001716,0.03279958794012333,0.00022903971398292405
Apocalipse 22:1,0.002805002805002805,0.032728511135845684,0.000542753452739161
Romanos 15:13,0.002079002079002079,0.032706003828756686,0.0002683601902742368
1 Tessalonicenses 1:3,0.003564003564003564,0.032641941637056034,0.0009134241975210434
Colossenses 1:15,0.002046002046002046,0.03249156129636801,0.0002443141826672686
João 3:34,0.002607002607002607,0.03246364240940811,0.0005709957479728791
Apocalipse 3:14,0.001914001914001914,0.03236832362263036,0.0001991801168955479
Romanos 8:34,0.002244002244002244,0.03222566098477791,0.0006449672919811595
Mateus 28:20,0.006072006072006072,0.03219622814119091,0.002995013139293757
Salmos 45:6,0.001848001848001848,0.03212022307928505,8.422034340730879e-05
Filipenses 2:6,0.002376002376002376,0.03207529827084646,0.0004465016936800454
Lucas 2:32,0.002013002013002013,0.031993286567982816,0.00011678798967055626
1 João 3:5,0.001848001848001848,0.03198517705859234,0.00020009124445431983
Apocalipse 20:11,0.003828003828003828,0.031710468204579706,0.0009265529087174012
Êxodo 34:6,0.0031680031680031678,0.03167036499520685,0.0006478596582950596
João 5:22,0.002442002442002442,0.03165194091949306,0.00017380432021671263
2 Coríntios 3:18,0.002343002343002343,0.03163601901264726,0.0002817862216373337
Salmos 86:5,0.002706002706002706,0.03158667587364028,0.0002621659267637123
Romanos 4:25,0.001881001881001881,0.03150433765593092,7.499974969455892e-05
Hebreus 9:12,0.002211002211002211,0.03139027680583764,0.0005712032143175302
1 Timóteo 1:17,0.003036003036003036,0.03130106080387923,0.000908938159867214
2 Coríntios 4:17,0.002871002871002871,0.0312871783212244,0.0007726037549865299
1 João 3:8,0.002244002244002244,0.031244084517787447,0.00017337940556652
Oseias 3:5,0.0031680031680031678,0.031179354931481742,0.0007509067384855694
João 3:36,0.002541002541002541,0.03109783982369909,0.0004011132794856541
2 Pedro 2:1,0.005643005643005643,0.031042243515659988,0.002735905402143272
Mateus 16:27,0.003102003102003102,0.03080949135500979,0.0003611357193010936
Romanos 9:5,0.002541002541002541,0.03072970331833597,0.0005690497303706068
1 João 3:1,0.002739002739002739,0.030675296012570304,0.0002682391932923748
Lucas 2:14,0.002706002706002706,0.03065152591853084,0.00032159441813986293
1 João 5:19,0.002112002112002112,0.030467089279614164,0.00017352522232777517
Hebreus 7:26,0.003564003564003564,0.030459259403434812,0.0011336475137830202
Zacarias 13:9,0.003861003861003861,0.030348799928678245,0.0009340896256008276
Efésios 1:18,0.002739002739002739,0.030191875272594742,0.00040648074726336867
Isaías 9:7,0.003696003696003696,0.030140522918398003,0.0005821048583000082
Atos 10:36,0.003366003366003366,0.029971242540042232,0.0006415959856860652
Apocalipse 15:3,0.004224004224004224,0.029919475314284377,0.0016763477239360473
João 16:33,0.003564003564003564,0.02982553959710711,0.0015788857399557097
1 João 5:1,0.002112002112002112,0.02981124203431644,0.0002347466771358759
Romanos 8:17,0.002442002442002442,0.029757358008638882,0.0003840154542324673
Apocalipse 1:11,0.002475002475002475,0.029722011436761717,0.00048608112911872995
Colossenses 1:5,0.00198000198000198,0.02966079161461386,0.00019712914189829717
Hebreus 5:9,0.002838002838002838,0.02963794679211532,0.0007527780689234091
1 Tessalonicenses 1:10,0.002607002607002607,0.029616106991719262,0.0003821475547323341
Apocalipse 21:8,0.004686004686004686,0.029570899842929727,0.0017622849741799973
João 1:4,0.0017490017490017489,0.029558352907576708,0.0002472566867103469
Isaías 52:10,0.0017490017490017489,0.029447982835278375,8.184725851304032e-05
Zacarias 8:20,0.002772002772002772,0.029412277280873263,0.0004889768837680568
João 6:27,0.004125004125004125,0.02936107790529836,0.0017941930978232436
Isaías 40:11,0.002871002871002871,0.029312718423829442,0.0007863094868012086
Efésios 2:2,0.003597003597003597,0.029235276115270457,0.001542059647318525
1 Pedro 1:7,0.003729003729003729,0.02911770614068709,0.0013008561983263737
Efésios 1:4,0.003234003234003234,0.029107118051431274,0.0005314730961688477
Colossenses 1:13,0.002409002409002409,0.029105513224070678,0.0004870168480096269
Mateus 26:28,0.001782001782001782,0.029086319421980318,0.0001879826026353179
Efésios 3:16,0.002178002178002178,0.029025573056722594,0.0007139387956784479
Apocalipse 19:1,0.0034980034980034978,0.02898061668107274,0.0004975696007747598
2 Tessalonicenses 1:7,0.0031680031680031678,0.028864494394409426,0.0009519597794267166
Lucas 1:35,0.002046002046002046,0.02885817964365346,0.00023657241326818212
Tiago 1:12,0.003366003366003366,0.028850590031873825,0.0006899369113679464
2 Coríntios 5:19,0.002079002079002079,0.028833387664672035,0.00042339599257039975
Atos 3:15,0.002079002079002079,0.028815588942878466,0.00023535585683036583
Daniel 7:14,0.002574002574002574,0.028781365487603315,0.0003318539069220449
Colossenses 1:20,0.001815001815001815,0.028724518213057902,0.0004201274128290717
Isaías 12:2,0.003201003201003201,0.028645154417871382,0.0006199097167085145
João 6:40,0.002178002178002178,0.028620583796007935,0.00018060207693236153
João 21:15,0.00396000396000396,0.028580920018116258,0.002031144772255993
João 15:16,0.003696003696003696,0.02851606209278649,0.0012745514888139915
Jeremias 10:10,0.003828003828003828,0.028486005968882705,0.001589058609945114
Apocalipse 20:2,0.002409002409002409,0.02845340802472927,0.00034875414115223855
2 Coríntios 12:9,0.003696003696003696,0.028327580311631843,0.0013588747306868235
Filipenses 1:11,0.00264000264000264,0.028317162236098824,0.0004290737328633574
Apocalipse 21:6,0.002013002013002013,0.0282735325958359,0.0003040292633874218
Isaías 55:7,0.00363000363000363,0.028231117277392404,0.0011520509795856532
Romanos 10:12,0.002475002475002475,0.02815888342989608,0.00037544355006286607
1 Pedro 1:5,0.003234003234003234,0.028140214289858533,0.0009116164601391231
1 Pedro 1:8,0.00297000297000297,0.0279560337353807,0.0008003174802679483
Lucas 24:44,0.005214005214005214,0.02793506384165025,0.001999638412545904
Atos 2:33,0.002442002442002442,0.027931037520687353,0.0003103840286881261
Mateus 13:11,0.0033000033000033,0.027881066109329406,0.000988526323582003
1 Coríntios 1:2,0.002772002772002772,0.027860619330472926,0.0006213493814324252
Mateus 26:64,0.001815001815001815,0.027707861740232535,0.00018386929599495587
João 4:10,0.0031680031680031678,0.027685518778941463,0.0008608027910475995
Efésios 1:9,0.002013002013002013,0.027673277417922842,0.00023851753219994017
Romanos 15:9,0.001881001881001881,0.027541656072054575,0.00011616875231651509
Apocalipse 22:17,0.002772002772002772,0.027512974919723508,0.0005551640324906289
Jeremias 16:19,0.003135003135003135,0.027501847186911187,0.0009997592728656194
Romanos 1:17,0.001485001485001485,0.02745926738068733,9.469275027510339e-05
Isaías 53:2,0.002112002112002112,0.027376629637436273,0.0005573831245268032
2 Coríntios 6:16,0.004092004092004092,0.02736881408208078,0.0010093907254676376
Salmos 86:15,0.00231000231000231,0.027319828320322856,0.0002045957801703483
Apocalipse 1:8,0.002112002112002112,0.02709657163653364,0.0003560443075157739
Hebreus 9:26,0.002079002079002079,0.027027686234213585,0.000518540119098176
Atos 13:46,0.003135003135003135,0.02693815729457152,0.0009961052276666932
2 Coríntios 5:18,0.002079002079002079,0.026937441024405304,0.00026885290629067985
Isaías 60:19,0.0017490017490017489,0.026925576645703622,8.175161049942144e-05
2 Timóteo 2:19,0.004389004389004389,0.02687091983037777,0.0017148757813253645
2 Timóteo 1:12,0.00363000363000363,0.02686732114159972,0.0010818778547812464
Isaías 61:3,0.0033000033000033,0.02679149885707879,0.0010233943435869
Isaías 45:22,0.002013002013002013,0.026788991515022762,0.0004677619982226754
1 Pedro 5:4,0.002079002079002079,0.026757037812689496,0.00020825836320046987
Atos 9:15,0.002772002772002772,0.026727339332315473,0.0006908825508773949
Efésios 2:8,0.002475002475002475,0.026716426445976885,0.00035741574962979035
Zacarias 6:12,0.002409002409002409,0.026700535411674203,0.0007039298780044768
Romanos 5:8,0.001452001452001452,0.0266497741967161,4.987757572245401e-05
1 Pedro 1:20,0.0015840015840015839,0.026616664043784346,0.0001742365868424341
Marcos 16:19,0.002211002211002211,0.026561382466133487,0.000389341314393228
Romanos 8:9,0.0022770022770022768,0.026535648391197045,0.00012405305085656893
1 João 5:10,0.001914001914001914,0.026500627344268588,0.0002482770180981652
Jeremias 23:6,0.002607002607002607,0.026492782082950472,0.0004458012015093769
1 João 4:19,0.001452001452001452,0.026375134346225005,6.445589100478649e-05
Apocalipse 15:4,0.003465003465003465,0.026372841382832055,0.001073598497238985
Mateus 24:24,0.002805002805002805,0.02629403449081463,0.0006277908662511154
Atos 11:18,0.00231000231000231,0.02626180434861586,0.0008924531552298964
Ezequiel 37:24,0.002739002739002739,0.0262470205898427,0.0006554937076102636
1 Timóteo 2:6,0.001881001881001881,0.02622928744461123,0.00016294614951463905
Isaías 11:2,0.0022770022770022768,0.026218946584724474,0.00029538874790766516
Zacarias 13:1,0.0022770022770022768,0.02620668883734023,0.0005651617521169935
Miquéias 4:1,0.003201003201003201,0.026174987298147965,0.0012837617086257577
Hebreus 3:6,0.002541002541002541,0.026161848778253977,0.0003158906163908813
Romanos 1:7,0.003762003762003762,0.026130756867888596,0.001373128217960411
Apocalipse 21:7,0.001815001815001815,0.026039689675033516,0.00026249606407529593
1 Pedro 4:11,0.002838002838002838,0.025977756033508343,0.0005558980263207442
Hebreus 9:15,0.002706002706002706,0.02594014789001448,0.0005827393395534118
Isaías 41:10,0.005643005643005643,0.025918889088628924,0.002600619236281611
Hebreus 10:12,0.001056001056001056,0.02590129861812767,1.5871223146764864e-05
1 Pedro 1:19,0.002343002343002343,0.025884860893544952,0.0005370464168064868
João 5:23,0.00297000297000297,0.025884054658683285,0.00038017651740897675
Efésios 5:26,0.002376002376002376,0.025810226913262502,0.0002812101709662607
Atos 10:43,0.002112002112002112,0.025791819331533815,0.00017103636155485838
Hebreus 8:1,0.001551001551001551,0.025791129609747217,0.0001785286535698224
João 5:21,0.001551001551001551,0.02577902654697599,0.00024010099287976176
Romanos 15:16,0.002706002706002706,0.0257674965571317,0.0004293730654227262
Lucas 10:22,0.0017490017490017489,0.025765131092057428,3.518908790074672e-05
Apocalipse 12:11,0.002673002673002673,0.025702698314288272,0.0005202279404525306
Miquéias 5:4,0.002442002442002442,0.025701941265655264,0.0004588747934138068
João 20:31,0.002772002772002772,0.02567831906713915,0.00019602122579658415
Efésios 2:18,0.001947001947001947,0.02567262293140825,0.0002955387538544109
João 1:16,0.001947001947001947,0.02565289911433029,0.0003880219101814423
Romanos 1:4,0.00165000165000165,0.025634262556978312,0.00031812005453770435
Romanos 8:2,0.00231000231000231,0.02562479072037938,0.00023830090765870586
1 João 3:14,0.002343002343002343,0.02561094200351513,0.0004096577458105483
Judas 1:1,0.00264000264000264,0.02552603691614344,0.0005784899749321408
Romanos 12:1,0.003894003894003894,0.02546313950526594,0.0010722714354578634
Isaías 44:3,0.002937002937002937,0.025384346672537098,0.00047114918033307635
Colossenses 3:1,0.002376002376002376,0.02534084978971002,0.0004977019144554771
Isaías 11:10,0.003102003102003102,0.025329014610017818,0.0007889209945743221
João 20:17,0.003234003234003234,0.02529037295472122,0.00083738879869731
Efésios 5:25,0.002046002046002046,0.02526443552941901,0.00044721045115406015
Atos 10:38,0.003399003399003399,0.025159434915177258,0.0015890851656179326
Isaías 55:3,0.0031680031680031678,0.02513600876501954,0.0008042543049566031
João 8:44,0.003366003366003366,0.025122852757807814,0.0007900958707163968
Tiago 3:17,0.004125004125004125,0.025107763026238596,0.0016407538406667402
João 13:3,0.001683001683001683,0.025075376797012404,0.00013003109183381466
Colossenses 1:16,0.002013002013002013,0.024975588837005996,0.00013705730080637192
Romanos 5:10,0.001782001782001782,0.024957604584151107,0.0002285452578330419
Mateus 3:17,0.002409002409002409,0.024951265166533582,0.00043982024427671057
Filipenses 4:13,0.002541002541002541,0.024950780399843175,0.00027157043780170575
João 14:19,0.0017490017490017489,0.02492948373805285,0.00016892283929800117
1 Coríntios 2:9,0.001617001617001617,0.024819855761609624,9.300904001749063e-05
Romanos 15:8,0.002442002442002442,0.02481232384546109,0.0003605841095759671
Tiago 1:17,0.004257004257004257,0.024783460344947883,0.001771046287071246
Romanos 1:16,0.002772002772002772,0.024757350374454135,0.0006102057667276993
Lucas 1:78,0.001716001716001716,0.024756610564750797,0.0003354122533443447
Gálatas 3:28,0.002904002904002904,0.024756183309005683,0.00018494561145851216
João 3:3,0.002376002376002376,0.02468909531006226,0.00022255048734808085
Atos 26:17,0.00231000231000231,0.0246647150125626,0.0005299943347493516
Mateus 25:41,0.003795003795003795,0.024646005954383977,0.0013662316117666832
Apocalipse 20:10,0.001848001848001848,0.02464216008238319,0.00014812924856240063
Lucas 21:15,0.002112002112002112,0.024609480801521644,0.0003113584727583412
João 5:39,0.003234003234003234,0.024595276092809672,0.0008028068613648898
1 Timóteo 1:15,0.002706002706002706,0.024590804852943658,0.0006733691181438736
João 7:37,0.003597003597003597,0.024572526256659535,0.0023192317019341173
Efésios 2:5,0.001683001683001683,0.024509251720225993,0.00018862419778573614
2 Timóteo 2:25,0.002772002772002772,0.02450007862823816,0.0007346958095710538
Atos 14:22,0.003597003597003597,0.024404430022101103,0.0006570312269201142
Apocalipse 19:10,0.0031680031680031678,0.02438405482933369,0.0016140812206368984
1 Pedro 3:21,0.002178002178002178,0.0243545687329434,0.00032068994040412906
Romanos 8:11,0.00198000198000198,0.02434954382414944,0.000197379937818069
1 Tessalonicenses 2:12,0.001881001881001881,0.02425911596205021,0.00014566278327027055
Efésios 4:17,0.002937002937002937,0.024206325044718695,0.0008378117050439962
2 Timóteo 4:17,0.003399003399003399,0.024182205575848322,0.0008214300080998203
2 Coríntios 8:9,0.003333003333003333,0.024129504608661607,0.0006611760337756204
Hebreus 4:15,0.002574002574002574,0.024099075072818645,0.0004242278475145564
Atos 20:24,0.003762003762003762,0.024088268883328625,0.0007088146155959746
1 João 2:25,0.001617001617001617,0.024031456092487566,0.0001238635617762251
Romanos 5:3,0.002013002013002013,0.0239592498089396,7.015237735048521e-05
Efésios 2:1,0.002244002244002244,0.023947647705231487,0.000304626333208331
Daniel 4:34,0.0033000033000033,0.023933376198454495,0.000840162611008319
Atos 2:32,0.00165000165000165,0.023916554156482805,8.636076960574828e-05
1 Timóteo 6:16,0.002343002343002343,0.023898853684445335,0.00029808350155733075
Salmos 84:11,0.0034980034980034978,0.023804205122933686,0.0009297646385992646
